LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion (Target)
7617,46,Male,Islamabad,Email,51,5,Warm,0,Desktop,Google,0,1,0.4,5,6,107,Good,0
7618,60,Male,Sialkot,Email,17,9,Hot,2,Mobile,Facebook,2,1,0.4,2,6,146,Good,0
7619,37,Male,Multan,Social Media,22,12,Warm,8,Desktop,Facebook,4,1,0.7,24,4,40,No Payment,0
7620,46,Female,Islamabad,Social Media,34,3,Hot,0,Tablet,Facebook,0,2,0.2,15,10,146,Good,0
7621,31,Female,Islamabad,Organic,35,11,Cold,10,Desktop,Twitter,0,3,0.3,15,3,88,Good,0
7622,55,Female,Sialkot,Email,29,6,Warm,7,Desktop,Direct,4,1,0.5,4,6,119,No Payment,0
7623,49,Female,Karachi,Email,54,9,Cold,6,Mobile,Direct,3,1,0.6,22,0,114,No Payment,0
7624,56,Male,Quetta,Social Media,24,4,Warm,5,Mobile,Google,3,3,0.5,8,4,79,No Payment,0
7625,28,Female,Gujranwala,Social Media,59,3,Warm,1,Desktop,ReferralSite,4,3,0.2,16,7,151,No Payment,0
7626,32,Female,Faisalabad,Social Media,12,7,Cold,6,Tablet,Facebook,0,1,0.3,17,2,167,No Payment,0
7627,31,Male,Karachi,Email,20,12,Cold,3,Desktop,Facebook,0,0,0.5,2,3,150,Good,0
7628,44,Female,Gujranwala,Organic,49,8,Hot,10,Mobile,ReferralSite,5,3,0.3,16,8,144,No Payment,0
7629,38,Female,Karachi,Referral,32,4,Cold,10,Desktop,ReferralSite,5,3,0.3,1,6,41,No Payment,0
7630,55,Female,Karachi,Social Media,49,7,Warm,7,Desktop,Google,4,3,0.4,9,9,196,No Payment,0
7631,51,Female,Quetta,Social Media,7,3,Warm,3,Desktop,Direct,2,0,0.7,15,3,57,No Payment,0
7632,22,Male,Multan,Social Media,14,4,Hot,1,Desktop,Twitter,0,1,0.2,2,3,123,No Payment,0
7633,39,Male,Peshawar,Organic,18,2,Hot,7,Mobile,Twitter,3,2,0.8,19,2,81,No Payment,0
7634,57,Male,Rawalpindi,Social Media,26,12,Hot,2,Tablet,Facebook,4,2,0.6,14,9,100,No Payment,0
7635,39,Female,Sialkot,Referral,27,10,Hot,3,Tablet,Facebook,1,2,0.7,20,2,111,Good,0
7636,51,Male,Karachi,Social Media,31,9,Warm,10,Tablet,Facebook,2,1,0.3,21,10,65,No Payment,0
7637,55,Male,Faisalabad,Organic,50,12,Cold,9,Tablet,Google,0,2,0.4,15,10,92,Good,0
7638,49,Male,Faisalabad,Social Media,25,7,Warm,3,Tablet,Facebook,0,1,0.1,6,0,152,No Payment,0
7639,34,Female,Gujranwala,Email,25,6,Warm,7,Desktop,Google,2,1,0.7,16,9,119,No Payment,0
7640,21,Female,Rawalpindi,Email,7,11,Cold,1,Desktop,ReferralSite,2,1,0.1,21,0,200,No Payment,0
7641,20,Female,Sialkot,Organic,47,5,Warm,7,Desktop,Twitter,0,0,0.3,11,4,134,Good,0
7642,29,Male,Peshawar,Email,12,7,Cold,5,Mobile,Direct,4,0,0.7,14,3,132,Good,0
7643,36,Female,Quetta,Email,14,5,Warm,2,Mobile,ReferralSite,5,0,0.5,15,3,198,No Payment,0
7644,39,Female,Lahore,Social Media,11,5,Cold,5,Desktop,Direct,2,1,0.8,15,0,98,No Payment,0
7645,60,Female,Karachi,Referral,31,8,Hot,7,Desktop,Facebook,4,2,0.3,6,0,28,No Payment,0
7646,60,Male,Karachi,Organic,51,13,Warm,0,Mobile,Twitter,0,1,0.7,12,1,109,No Payment,0
7647,50,Male,Rawalpindi,Referral,18,13,Warm,7,Tablet,ReferralSite,3,1,0.2,9,3,74,No Payment,0
7648,27,Female,Islamabad,Email,28,11,Cold,6,Desktop,Twitter,2,1,0.4,24,5,72,No Payment,0
7649,38,Female,Lahore,Referral,33,2,Cold,5,Desktop,Google,5,0,0.5,24,3,59,Good,0
7650,46,Female,Peshawar,Social Media,39,6,Cold,1,Mobile,Google,2,0,0.3,22,10,39,Good,0
7651,31,Female,Islamabad,Email,11,13,Warm,9,Desktop,ReferralSite,3,2,0.1,8,0,197,Good,0
7652,51,Male,Peshawar,Email,23,10,Cold,6,Mobile,Facebook,0,2,0.5,20,2,125,No Payment,0
7653,35,Male,Rawalpindi,Email,5,14,Hot,4,Desktop,Google,2,0,0.3,11,7,191,Good,0
7654,21,Female,Faisalabad,Referral,29,2,Hot,3,Mobile,Twitter,4,1,0.6,16,5,164,Good,0
7655,27,Female,Gujranwala,Social Media,24,9,Warm,5,Tablet,Facebook,1,2,0.8,10,8,162,Good,0
7656,37,Male,Multan,Social Media,46,6,Hot,8,Tablet,Twitter,4,3,0.4,19,2,73,Good,0
7657,51,Female,Lahore,Referral,37,15,Hot,8,Tablet,Facebook,1,2,0.6,4,0,149,Good,0
7658,24,Female,Quetta,Referral,34,3,Hot,4,Mobile,ReferralSite,0,3,0.2,14,5,163,No Payment,0
7659,58,Female,Peshawar,Social Media,22,6,Cold,9,Tablet,Direct,1,2,0.5,22,8,125,No Payment,0
7660,43,Female,Quetta,Organic,45,6,Hot,9,Tablet,Facebook,4,2,0.6,17,10,34,Good,0
7661,57,Female,Karachi,Referral,18,10,Warm,6,Tablet,Facebook,1,0,0.6,18,10,50,No Payment,0
7662,50,Female,Lahore,Organic,38,13,Hot,6,Tablet,Direct,0,1,0.8,4,10,142,Good,1
7663,56,Female,Sialkot,Referral,25,3,Hot,8,Mobile,Facebook,5,3,0.4,6,5,149,Good,0
7664,47,Male,Gujranwala,Social Media,50,10,Cold,6,Desktop,Direct,3,0,0.2,20,1,136,Good,0
7665,36,Female,Rawalpindi,Referral,34,10,Warm,0,Tablet,Facebook,5,2,0.4,22,0,109,No Payment,0
7666,60,Male,Sialkot,Organic,6,8,Warm,6,Tablet,ReferralSite,3,1,0.7,10,10,130,Good,0
7667,50,Female,Gujranwala,Organic,18,13,Hot,9,Tablet,Direct,3,3,0.5,24,2,180,No Payment,0
7668,27,Female,Karachi,Referral,58,15,Hot,7,Mobile,Direct,1,2,0.6,18,4,190,No Payment,1
7669,43,Female,Gujranwala,Email,50,15,Hot,9,Tablet,Twitter,2,0,0.4,8,2,112,Good,0
7670,52,Male,Quetta,Organic,22,7,Warm,8,Mobile,ReferralSite,2,2,0.2,4,5,131,Good,0
7671,56,Male,Quetta,Social Media,7,2,Cold,8,Mobile,Twitter,1,0,0.5,17,2,73,No Payment,0
7672,21,Female,Peshawar,Email,36,5,Warm,4,Mobile,Direct,2,0,0.6,7,8,81,No Payment,0
7673,36,Female,Quetta,Email,43,6,Cold,1,Mobile,Direct,4,0,0.5,23,1,87,Good,0
7674,30,Male,Peshawar,Social Media,49,14,Warm,1,Tablet,Facebook,3,2,0.5,8,10,188,Good,0
7675,57,Female,Sialkot,Referral,6,3,Warm,4,Tablet,Google,4,1,0.7,11,2,106,Good,0
7676,23,Male,Rawalpindi,Referral,16,5,Hot,9,Desktop,Google,2,0,0.2,22,5,134,No Payment,0
7677,29,Female,Sialkot,Organic,59,15,Hot,0,Tablet,Direct,2,0,0.2,6,7,57,Good,0
7678,40,Male,Islamabad,Email,37,11,Cold,2,Desktop,Direct,2,2,0.5,9,6,182,No Payment,0
7679,49,Female,Multan,Social Media,57,5,Cold,4,Tablet,Twitter,3,0,0.2,11,1,181,Good,0
7680,28,Female,Peshawar,Social Media,36,12,Hot,7,Desktop,Facebook,2,2,0.2,22,7,28,Good,0
7681,42,Female,Lahore,Referral,46,2,Hot,2,Desktop,Facebook,4,3,0.6,1,10,60,Good,0
7682,30,Female,Lahore,Organic,17,14,Hot,0,Mobile,ReferralSite,5,1,0.3,6,1,137,No Payment,0
7683,23,Male,Quetta,Social Media,19,2,Cold,1,Mobile,Google,4,2,0.7,7,5,83,Good,0
7684,37,Female,Gujranwala,Email,21,11,Cold,0,Tablet,Facebook,4,1,0.3,8,0,40,No Payment,0
7685,43,Female,Lahore,Organic,45,3,Cold,8,Mobile,Facebook,4,0,0.7,8,0,196,Good,0
7686,46,Female,Peshawar,Email,18,2,Hot,0,Desktop,ReferralSite,4,2,0.7,24,7,197,No Payment,0
7687,60,Male,Faisalabad,Organic,5,7,Hot,3,Desktop,Facebook,4,2,0.2,12,4,45,Good,0
7688,42,Female,Islamabad,Email,58,6,Hot,5,Mobile,Direct,0,2,0.7,6,9,182,No Payment,0
7689,23,Female,Islamabad,Email,36,8,Cold,4,Desktop,ReferralSite,5,2,0.5,6,8,132,Good,0
7690,38,Female,Rawalpindi,Social Media,41,6,Hot,6,Mobile,Google,1,0,0.4,12,7,84,No Payment,0
7691,38,Female,Rawalpindi,Email,43,6,Warm,6,Desktop,Direct,4,3,0.3,4,3,191,No Payment,0
7692,53,Male,Faisalabad,Social Media,30,6,Hot,7,Tablet,Direct,1,3,0.4,7,5,77,Good,0
7693,60,Male,Rawalpindi,Referral,38,12,Cold,2,Tablet,Twitter,0,3,0.3,2,6,82,No Payment,0
7694,24,Male,Sialkot,Referral,55,7,Warm,8,Desktop,Facebook,0,2,0.8,20,10,165,Good,0
7695,52,Female,Quetta,Referral,50,7,Hot,3,Tablet,Twitter,0,2,0.6,12,4,145,Good,0
7696,32,Female,Faisalabad,Email,15,7,Warm,2,Tablet,Twitter,4,0,0.6,15,2,138,Good,0
7697,60,Male,Karachi,Social Media,18,13,Warm,2,Mobile,Google,1,1,0.6,9,2,48,Good,0
7698,31,Male,Lahore,Referral,57,7,Cold,9,Tablet,Direct,1,2,0.7,8,1,29,No Payment,0
7699,26,Male,Peshawar,Organic,42,12,Hot,6,Tablet,ReferralSite,2,1,0.3,17,4,190,Good,0
7700,58,Male,Quetta,Social Media,19,15,Hot,1,Desktop,Google,1,3,0.3,13,9,186,No Payment,0
7701,30,Male,Gujranwala,Organic,50,8,Hot,9,Desktop,Facebook,5,0,0.3,13,10,28,Good,0
7702,54,Male,Quetta,Social Media,14,11,Cold,6,Desktop,Facebook,3,3,0.7,2,4,44,Good,0
7703,40,Male,Faisalabad,Referral,40,9,Cold,3,Mobile,Facebook,3,2,0.2,18,3,169,No Payment,0
7704,40,Male,Faisalabad,Social Media,32,13,Cold,4,Tablet,Direct,0,3,0.3,5,1,141,No Payment,0
7705,39,Female,Gujranwala,Referral,48,8,Warm,10,Tablet,Facebook,0,2,0.2,7,6,62,Good,0
7706,37,Male,Gujranwala,Organic,31,5,Cold,5,Mobile,Google,1,0,0.3,12,3,146,No Payment,0
7707,43,Male,Sialkot,Organic,51,2,Hot,9,Tablet,Facebook,1,3,0.8,10,6,184,Good,0
7708,26,Female,Karachi,Referral,11,12,Cold,9,Mobile,Facebook,3,3,0.5,17,1,159,Good,0
7709,54,Female,Islamabad,Social Media,15,3,Warm,3,Desktop,Direct,0,0,0.7,2,5,190,No Payment,0
7710,57,Male,Islamabad,Referral,48,3,Warm,0,Desktop,Twitter,1,3,0.6,20,1,35,Good,0
7711,42,Female,Multan,Organic,17,13,Warm,9,Mobile,ReferralSite,1,3,0.6,10,9,138,Good,0
7712,29,Male,Rawalpindi,Social Media,36,11,Warm,0,Mobile,Direct,5,2,0.6,1,9,141,No Payment,0
7713,20,Female,Quetta,Referral,7,9,Warm,5,Mobile,Google,3,0,0.5,10,4,76,Good,0
7714,28,Female,Quetta,Organic,7,11,Hot,3,Desktop,Facebook,2,0,0.2,7,0,163,Good,0
7715,53,Female,Quetta,Social Media,8,12,Cold,2,Desktop,Google,5,2,0.7,15,10,121,No Payment,0
7716,38,Male,Islamabad,Email,58,12,Warm,4,Mobile,Twitter,0,0,0.5,8,3,47,No Payment,0
7717,43,Male,Islamabad,Referral,9,13,Cold,7,Desktop,ReferralSite,4,1,0.2,7,6,126,Good,1
7718,51,Female,Rawalpindi,Organic,13,2,Warm,6,Tablet,Twitter,3,3,0.8,1,0,199,No Payment,0
7719,46,Female,Sialkot,Organic,45,12,Hot,4,Mobile,Twitter,1,3,0.3,18,3,75,No Payment,0
7720,41,Female,Rawalpindi,Email,30,7,Hot,1,Tablet,Google,2,2,0.2,9,9,199,No Payment,0
7721,30,Male,Peshawar,Organic,55,9,Warm,9,Mobile,Google,0,3,0.8,13,4,91,No Payment,0
7722,26,Male,Sialkot,Referral,44,13,Cold,3,Desktop,Twitter,2,2,0.3,6,3,183,Good,0
7723,33,Male,Rawalpindi,Organic,57,15,Hot,3,Desktop,Twitter,0,0,0.3,21,7,185,Good,0
7724,29,Female,Karachi,Social Media,30,2,Cold,5,Mobile,ReferralSite,4,0,0.6,11,9,46,Good,0
7725,52,Female,Faisalabad,Referral,18,2,Warm,8,Tablet,Facebook,1,3,0.4,5,1,200,Good,0
7726,34,Female,Karachi,Social Media,52,7,Hot,3,Desktop,Google,5,0,0.5,21,10,64,Good,0
7727,32,Female,Sialkot,Email,49,9,Cold,9,Mobile,Google,2,0,0.1,13,3,179,Good,0
7728,55,Female,Sialkot,Referral,56,5,Hot,7,Mobile,Twitter,3,2,0.3,9,4,65,Good,0
7729,59,Female,Quetta,Organic,56,13,Hot,8,Tablet,Twitter,0,3,0.4,7,8,148,No Payment,0
7730,53,Male,Multan,Email,41,4,Warm,5,Tablet,Facebook,4,0,0.3,17,4,157,Good,0
7731,54,Female,Karachi,Organic,44,15,Warm,6,Desktop,Google,1,0,0.6,12,3,48,Good,0
7732,55,Female,Rawalpindi,Referral,35,11,Cold,3,Tablet,Twitter,4,2,0.3,20,6,189,Good,0
7733,27,Male,Sialkot,Social Media,17,10,Cold,3,Tablet,ReferralSite,3,2,0.2,9,3,30,No Payment,0
7734,46,Female,Multan,Email,58,7,Hot,0,Mobile,ReferralSite,4,3,0.2,12,8,153,No Payment,0
7735,49,Female,Sialkot,Organic,17,2,Cold,2,Mobile,ReferralSite,1,2,0.2,9,8,98,Good,0
7736,24,Male,Karachi,Social Media,29,10,Cold,6,Tablet,Google,3,0,0.4,8,9,199,No Payment,0
7737,27,Female,Gujranwala,Social Media,48,4,Cold,1,Mobile,Twitter,4,3,0.3,11,10,144,No Payment,0
7738,28,Female,Karachi,Organic,43,2,Hot,1,Mobile,Twitter,4,3,0.7,23,4,148,Good,0
7739,21,Male,Karachi,Referral,31,12,Cold,5,Tablet,Direct,5,2,0.5,12,3,117,Good,0
7740,50,Male,Peshawar,Social Media,11,11,Cold,2,Tablet,Twitter,4,0,0.6,21,5,105,No Payment,0
7741,42,Male,Quetta,Email,14,5,Hot,1,Tablet,Direct,0,0,0.7,10,4,125,Good,0
7742,39,Male,Peshawar,Organic,50,15,Cold,5,Desktop,Twitter,2,1,0.4,12,3,75,Good,0
7743,43,Male,Quetta,Email,54,5,Warm,1,Tablet,Google,4,0,0.3,24,6,186,Good,0
7744,28,Female,Faisalabad,Social Media,19,9,Hot,6,Mobile,Facebook,3,2,0.3,23,7,49,Good,0
7745,48,Female,Lahore,Social Media,12,2,Cold,5,Mobile,Twitter,5,3,0.2,9,3,188,Good,0
7746,58,Male,Sialkot,Organic,25,7,Cold,7,Desktop,Twitter,3,3,0.8,9,1,61,Good,0
7747,53,Male,Multan,Organic,57,6,Cold,5,Mobile,ReferralSite,0,0,0.1,19,10,129,No Payment,0
7748,41,Female,Faisalabad,Organic,45,14,Cold,4,Desktop,Twitter,0,2,0.6,18,0,139,Good,0
7749,31,Male,Lahore,Organic,49,4,Cold,1,Mobile,Twitter,4,0,0.8,10,5,69,No Payment,0
7750,39,Female,Gujranwala,Email,53,9,Hot,2,Mobile,Google,1,1,0.7,21,10,107,No Payment,0
7751,21,Female,Islamabad,Email,43,10,Hot,0,Mobile,Google,4,0,0.4,6,0,152,Good,0
7752,27,Female,Multan,Email,49,3,Warm,5,Desktop,ReferralSite,1,3,0.7,19,4,102,No Payment,0
7753,34,Female,Peshawar,Referral,11,8,Cold,9,Tablet,Google,5,0,0.1,21,2,200,No Payment,0
7754,28,Female,Gujranwala,Social Media,48,13,Hot,3,Desktop,Facebook,4,2,0.5,10,9,147,Good,0
7755,29,Female,Multan,Social Media,9,13,Hot,9,Tablet,Twitter,5,2,0.2,11,10,162,Good,0
7756,34,Male,Multan,Organic,34,13,Warm,0,Desktop,ReferralSite,3,0,0.5,7,2,86,No Payment,0
7757,39,Male,Lahore,Referral,29,10,Warm,9,Tablet,Google,2,0,0.5,12,0,116,Good,0
7758,28,Male,Peshawar,Referral,15,3,Warm,10,Desktop,ReferralSite,3,0,0.3,5,9,131,No Payment,0
7759,33,Female,Islamabad,Organic,8,4,Hot,0,Mobile,ReferralSite,3,1,0.6,17,5,42,Good,0
7760,28,Female,Islamabad,Social Media,48,14,Cold,5,Desktop,Direct,1,0,0.7,17,2,138,Good,0
7761,25,Male,Sialkot,Referral,56,8,Hot,9,Desktop,ReferralSite,4,3,0.3,23,9,162,Good,0
7762,47,Male,Rawalpindi,Referral,57,11,Cold,4,Desktop,ReferralSite,5,1,0.7,13,3,198,No Payment,0
7763,27,Male,Quetta,Email,22,15,Hot,5,Tablet,Facebook,1,2,0.2,2,5,134,No Payment,0
7764,24,Male,Faisalabad,Referral,60,10,Cold,6,Mobile,Direct,0,2,0.8,17,5,37,No Payment,0
7765,21,Male,Multan,Email,52,15,Warm,7,Tablet,Google,1,3,0.6,23,9,145,Good,0
7766,50,Male,Quetta,Organic,17,4,Cold,5,Desktop,Direct,5,0,0.4,23,10,87,Good,0
7767,47,Female,Sialkot,Referral,6,6,Hot,4,Desktop,Google,0,3,0.3,10,8,77,No Payment,0
7768,22,Female,Peshawar,Referral,37,3,Cold,2,Desktop,ReferralSite,0,2,0.7,23,2,102,No Payment,0
7769,32,Male,Quetta,Email,53,14,Hot,5,Mobile,Twitter,3,1,0.5,19,8,84,Good,0
7770,26,Female,Karachi,Social Media,14,9,Cold,3,Tablet,ReferralSite,2,1,0.2,22,6,174,No Payment,0
7771,22,Female,Quetta,Organic,51,2,Hot,10,Desktop,Google,4,3,0.3,15,3,72,No Payment,0
7772,52,Male,Peshawar,Email,29,13,Warm,10,Mobile,ReferralSite,3,0,0.6,23,9,184,Good,0
7773,57,Male,Quetta,Social Media,42,10,Cold,5,Tablet,Facebook,2,2,0.4,11,7,194,Good,0
7774,23,Female,Gujranwala,Referral,58,6,Warm,8,Tablet,Twitter,4,1,0.2,3,0,127,No Payment,0
7775,50,Male,Lahore,Referral,53,9,Warm,2,Mobile,ReferralSite,4,3,0.2,6,7,183,No Payment,0
7776,27,Male,Faisalabad,Social Media,19,7,Hot,0,Desktop,Facebook,3,0,0.3,10,2,28,No Payment,0
7777,36,Female,Gujranwala,Social Media,40,14,Warm,8,Tablet,Google,4,2,0.8,22,6,186,Good,0
7778,22,Female,Karachi,Organic,33,2,Warm,0,Mobile,ReferralSite,1,1,0.2,15,7,84,Good,0
7779,24,Female,Islamabad,Referral,46,10,Warm,7,Tablet,Direct,2,2,0.4,8,0,141,Good,0
7780,39,Female,Sialkot,Referral,17,3,Cold,9,Mobile,Google,1,2,0.6,21,1,149,No Payment,0
7781,20,Female,Gujranwala,Social Media,25,13,Cold,4,Desktop,Google,0,3,0.7,5,9,91,No Payment,0
7782,26,Female,Gujranwala,Organic,11,12,Cold,6,Tablet,ReferralSite,4,2,0.3,9,8,43,No Payment,0
7783,27,Male,Sialkot,Email,23,6,Cold,6,Mobile,ReferralSite,1,3,0.4,17,8,24,Good,0
7784,58,Male,Sialkot,Organic,47,6,Cold,4,Desktop,Google,2,1,0.2,22,6,74,Good,0
7785,33,Male,Sialkot,Organic,56,12,Warm,3,Tablet,Direct,1,3,0.8,18,8,171,No Payment,0
7786,57,Male,Faisalabad,Email,53,11,Cold,10,Mobile,Facebook,0,0,0.4,13,3,84,No Payment,0
7787,32,Female,Karachi,Organic,47,14,Hot,1,Tablet,Google,4,2,0.7,16,8,126,Good,1
7788,31,Male,Karachi,Social Media,57,6,Hot,4,Tablet,Direct,0,0,0.8,7,7,158,Good,0
7789,42,Male,Gujranwala,Email,29,3,Warm,2,Tablet,Facebook,4,0,0.8,18,7,141,No Payment,0
7790,21,Female,Karachi,Referral,6,9,Warm,6,Desktop,ReferralSite,4,3,0.8,11,4,151,Good,0
7791,25,Male,Multan,Email,55,10,Cold,8,Desktop,Google,2,1,0.4,10,0,133,No Payment,0
7792,29,Male,Faisalabad,Organic,53,5,Warm,3,Mobile,Facebook,1,1,0.6,15,9,107,No Payment,0
7793,37,Female,Lahore,Social Media,9,15,Cold,3,Desktop,Direct,3,2,0.6,15,8,91,No Payment,0
7794,57,Male,Sialkot,Email,8,10,Cold,4,Tablet,ReferralSite,5,2,0.8,21,6,30,No Payment,0
7795,42,Male,Peshawar,Email,45,3,Hot,1,Tablet,Twitter,0,1,0.8,24,4,177,Good,0
7796,42,Female,Rawalpindi,Email,59,6,Cold,7,Desktop,Twitter,1,1,0.3,7,8,181,Good,0
7797,30,Female,Peshawar,Organic,10,4,Hot,1,Mobile,Direct,4,0,0.3,21,5,26,Good,0
7798,52,Female,Lahore,Referral,20,9,Warm,8,Mobile,Facebook,4,1,0.6,1,9,176,No Payment,0
7799,59,Male,Rawalpindi,Organic,17,8,Warm,2,Mobile,Direct,1,0,0.3,8,5,143,Good,0
7800,35,Male,Rawalpindi,Organic,28,5,Warm,5,Mobile,Google,2,1,0.7,12,9,40,Good,0
7801,52,Female,Multan,Organic,42,9,Hot,10,Tablet,ReferralSite,0,1,0.2,16,4,51,Good,0
7802,56,Female,Islamabad,Social Media,45,14,Cold,2,Desktop,Twitter,0,3,0.2,13,7,99,Good,0
7803,24,Male,Faisalabad,Social Media,12,14,Hot,4,Tablet,Twitter,0,2,0.4,8,4,199,No Payment,0
7804,26,Female,Islamabad,Social Media,10,10,Hot,3,Desktop,Twitter,0,0,0.4,8,4,138,No Payment,0
7805,57,Female,Gujranwala,Email,33,2,Cold,9,Tablet,Google,4,1,0.6,14,9,197,No Payment,0
7806,20,Female,Gujranwala,Organic,60,4,Warm,7,Mobile,Twitter,4,0,0.2,9,4,100,No Payment,0
7807,53,Male,Faisalabad,Referral,43,4,Warm,7,Tablet,Google,1,1,0.4,8,4,121,No Payment,0
7808,33,Male,Sialkot,Email,42,5,Hot,4,Tablet,Twitter,3,1,0.4,13,2,116,Good,0
7809,32,Female,Faisalabad,Organic,58,14,Cold,8,Mobile,Google,4,0,0.8,13,3,81,Good,0
7810,38,Male,Sialkot,Referral,50,10,Hot,7,Tablet,Facebook,1,0,0.1,16,5,108,Good,0
7811,30,Male,Quetta,Organic,17,6,Cold,0,Desktop,Google,5,0,0.8,6,5,63,No Payment,0
7812,54,Male,Quetta,Organic,29,6,Hot,2,Desktop,Direct,4,3,0.5,13,10,141,No Payment,0
7813,20,Male,Lahore,Social Media,60,9,Warm,5,Mobile,ReferralSite,2,1,0.2,23,0,34,No Payment,0
7814,26,Female,Gujranwala,Social Media,53,10,Warm,4,Tablet,Twitter,4,3,0.2,15,8,44,No Payment,0
7815,33,Male,Rawalpindi,Email,9,8,Warm,9,Mobile,Facebook,0,3,0.4,24,5,87,Good,0
7816,52,Female,Peshawar,Referral,43,15,Cold,9,Tablet,Facebook,3,2,0.4,20,7,195,Good,0
7817,50,Female,Faisalabad,Organic,22,7,Warm,9,Desktop,Direct,3,1,0.4,20,7,84,Good,0
7818,43,Male,Karachi,Referral,18,5,Warm,2,Desktop,ReferralSite,2,0,0.6,20,10,52,Good,0
7819,57,Male,Multan,Social Media,42,3,Warm,3,Mobile,Direct,0,3,0.6,12,7,79,Good,0
7820,31,Female,Peshawar,Referral,55,10,Warm,7,Desktop,Direct,0,0,0.5,20,6,73,No Payment,0
7821,48,Female,Peshawar,Email,26,15,Hot,2,Desktop,ReferralSite,1,2,0.2,18,6,83,No Payment,0
7822,26,Female,Gujranwala,Organic,16,7,Hot,2,Desktop,Facebook,2,0,0.4,1,10,77,No Payment,0
7823,31,Male,Quetta,Email,48,15,Warm,9,Tablet,Direct,2,1,0.5,7,6,105,No Payment,0
7824,42,Male,Quetta,Referral,9,12,Hot,2,Tablet,Direct,4,0,0.3,5,5,69,Good,0
7825,44,Male,Quetta,Email,18,11,Cold,3,Desktop,ReferralSite,5,2,0.5,19,4,22,Good,0
7826,47,Female,Peshawar,Email,13,13,Hot,7,Mobile,Google,2,2,0.5,1,10,72,Good,0
7827,33,Female,Islamabad,Email,42,15,Cold,7,Tablet,ReferralSite,4,0,0.7,23,0,30,Good,0
7828,52,Female,Faisalabad,Social Media,26,15,Hot,1,Desktop,Google,4,3,0.8,24,10,106,No Payment,0
7829,34,Female,Sialkot,Organic,43,8,Hot,7,Desktop,Direct,1,2,0.4,6,8,109,Good,0
7830,46,Male,Multan,Referral,5,5,Warm,0,Mobile,Twitter,3,3,0.8,21,2,143,Good,0
7831,27,Female,Sialkot,Organic,19,8,Cold,1,Mobile,ReferralSite,2,2,0.4,22,6,98,No Payment,0
7832,40,Male,Gujranwala,Social Media,28,7,Hot,2,Mobile,Google,4,0,0.6,4,5,102,No Payment,0
7833,27,Male,Karachi,Social Media,42,6,Warm,8,Tablet,ReferralSite,0,2,0.2,4,4,150,Good,0
7834,49,Female,Sialkot,Social Media,21,15,Hot,3,Tablet,Facebook,0,0,0.8,8,2,75,No Payment,0
7835,27,Female,Rawalpindi,Organic,36,12,Warm,8,Tablet,Direct,2,1,0.5,16,0,116,Good,0
7836,53,Female,Karachi,Organic,16,14,Warm,7,Mobile,Facebook,5,0,0.6,9,3,182,Good,0
7837,28,Male,Gujranwala,Social Media,18,15,Warm,3,Desktop,Direct,4,1,0.3,7,9,66,Good,0
7838,51,Male,Multan,Social Media,56,8,Hot,6,Mobile,Direct,1,0,0.4,3,3,41,No Payment,0
7839,43,Female,Faisalabad,Email,31,11,Warm,9,Mobile,Facebook,0,1,0.7,7,5,73,Good,0
7840,38,Female,Sialkot,Email,23,6,Cold,1,Mobile,Direct,2,1,0.2,2,8,37,Good,0
7841,55,Female,Faisalabad,Social Media,8,10,Warm,1,Mobile,Twitter,2,2,0.6,8,3,170,No Payment,0
7842,22,Female,Multan,Email,35,5,Cold,9,Mobile,ReferralSite,4,1,0.2,18,5,50,Good,0
7843,25,Male,Faisalabad,Email,39,14,Hot,7,Tablet,ReferralSite,2,1,0.5,8,3,90,Good,0
7844,40,Female,Rawalpindi,Email,55,14,Cold,4,Mobile,Direct,3,3,0.7,1,1,193,Good,0
7845,51,Female,Faisalabad,Organic,8,2,Cold,5,Desktop,Google,0,3,0.5,18,6,97,No Payment,0
7846,27,Male,Lahore,Email,20,14,Hot,6,Mobile,ReferralSite,2,2,0.4,4,6,85,No Payment,0
7847,44,Female,Rawalpindi,Organic,43,12,Warm,10,Mobile,Facebook,3,1,0.6,6,8,170,Good,0
7848,38,Male,Gujranwala,Organic,11,9,Cold,8,Mobile,Twitter,5,3,0.5,9,6,152,Good,0
7849,49,Female,Sialkot,Social Media,45,7,Warm,5,Tablet,Facebook,0,0,0.8,20,1,170,Good,0
7850,58,Male,Lahore,Referral,46,15,Hot,8,Tablet,Twitter,3,0,0.4,18,4,156,No Payment,0
7851,39,Male,Gujranwala,Organic,47,11,Cold,0,Tablet,Google,5,2,0.2,9,9,38,No Payment,0
7852,48,Male,Quetta,Social Media,48,11,Warm,7,Tablet,Twitter,0,1,0.3,7,9,79,Good,0
7853,34,Male,Faisalabad,Social Media,14,12,Warm,2,Mobile,Google,1,0,0.6,12,9,77,No Payment,0
7854,55,Female,Gujranwala,Social Media,13,7,Hot,4,Tablet,ReferralSite,2,3,0.4,1,6,71,No Payment,0
7855,46,Male,Lahore,Organic,53,8,Hot,5,Tablet,Direct,3,1,0.5,20,10,198,Good,0
7856,38,Male,Karachi,Referral,49,3,Cold,7,Tablet,Google,2,2,0.4,1,4,106,Good,0
